date,max_temperature_s,max_wind_speed_s,min_temperature_s,min_wind_speed_s,rain_s,snow_on_ground_v
2006-09-15,3.07,7.99,3.38,5.61,8.07,0
2006-09-14,2.96,7.85,3.37,5.47,8.01,0
2006-09-13,2.93,7.61,3.36,5.03,8.13,0
2006-09-12,2.86,7.52,3.26,4.99,8.3,0
2006-09-11,2.84,7.62,3.24,5.12,8.2,0
2006-09-10,2.9,7.83,3.22,5.02,8.07,0
2006-09-09,2.92,7.87,3.17,5.03,8.3,0
2006-09-08,2.96,7.84,3.16,5.01,8.73,0
2006-09-07,2.93,7.77,3.17,5.1,9.07,0
2006-09-06,2.92,7.73,3.14,5.17,9.37,0
2006-09-05,2.88,7.65,3.18,5.21,9.38,0
2006-09-04,2.86,7.09,3.25,4.99,9.23,0
2006-09-03,2.85,7.15,3.16,4.85,8.85,0
2006-09-02,2.82,7.17,3.18,4.85,8.34,0
2006-09-01,2.8,7.05,3.18,4.99,8.84,0
2006-08-31,2.76,6.89,3.2,5.03,8.65,0
2006-08-30,2.71,6.83,3.18,5.04,8.62,0
2006-08-29,2.74,6.76,3.19,5.08,8.31,0
2006-08-28,2.72,6.75,3.18,5.05,8.06,0
2006-08-27,2.72,6.75,3.16,4.96,8,0
2006-08-26,2.64,6.45,3.13,4.87,8.12,0
2006-08-25,2.59,6.48,3.18,4.87,8.01,0
2006-08-24,2.56,6.29,3.18,4.78,7.65,0
2006-08-23,2.58,6.21,3.14,4.67,7.17,0
2006-08-22,2.62,6.16,3.14,4.58,6.76,0
2006-08-21,2.63,6.37,3.13,4.63,7.27,0
2006-08-20,2.66,6.34,3.05,4.61,7.34,0
2006-08-19,2.65,6.24,3.08,4.74,7.72,0
2006-08-18,2.62,6.01,3.05,4.66,7.68,0
2006-08-17,2.56,6.39,2.98,4.75,7.32,0
2006-08-16,2.52,6.78,2.9,4.75,7.28,0
2006-08-15,2.55,6.9,2.91,4.71,7.5,0
2006-08-14,2.52,6.91,2.91,4.68,7.89,0
2006-08-13,2.52,6.88,2.89,4.7,8.18,0
2006-08-12,2.54,6.66,2.84,4.59,9.33,0
2006-08-11,2.53,6.67,2.76,4.61,9.18,0
2006-08-10,2.51,6.63,2.73,4.71,9,0
2006-08-09,2.51,7.17,2.68,4.81,8.94,0
2006-08-08,2.53,7.14,2.69,4.75,9.1,0
2006-08-07,2.51,7.13,2.68,4.71,9.31,0
2006-08-06,2.51,6.87,2.66,4.59,9.36,0
2006-08-05,2.5,6.89,2.66,4.64,9.53,0
2006-08-04,2.48,6.88,2.66,4.6,9.28,0
2006-08-03,2.47,6.95,2.68,4.61,9.32,0
2006-08-02,2.49,6.53,2.66,4.29,9.23,0
2006-08-01,2.47,6.22,2.64,4.32,9.34,0
2006-07-31,2.46,6.16,2.58,4.42,9.38,0
2006-07-30,2.49,6.13,2.6,4.36,9.16,0
2006-07-29,2.57,6.1,2.61,4.29,8.85,0
2006-07-28,2.57,6.19,2.58,4.45,7.83,0
2006-07-27,2.56,6.22,2.55,4.54,7.86,0
2006-07-26,2.63,6.21,2.54,4.37,7.9,0
2006-07-25,2.69,5.75,2.56,4.34,8.13,0
2006-07-24,2.7,5.78,2.57,4.28,9.11,0
2006-07-23,2.74,5.71,2.58,4.19,8.89,0
2006-07-22,2.77,5.82,2.61,4.16,8.53,0
2006-07-21,2.82,5.75,2.67,4.06,8.98,0
2006-07-20,2.84,5.68,2.72,4.04,8.94,0
2006-07-19,2.92,5.66,2.7,4.07,8.96,0
2006-07-18,3,5.7,2.66,4.3,8.81,0
2006-07-17,3.06,5.79,2.63,4.23,8.81,0
2006-07-16,3.08,5.93,2.65,4.08,8.95,0
2006-07-15,3.15,5.95,2.68,4.02,8.79,0
2006-07-14,3.14,6.04,2.72,4.03,8.74,0
2006-07-13,3.2,6.1,2.77,3.95,8.69,0
2006-07-12,3.23,6.17,2.81,3.84,8.8,0
2006-07-11,3.24,6.23,2.84,3.97,8.77,0
2006-07-10,3.22,6.12,2.88,3.85,8.6,0
2006-07-09,3.27,6.17,2.91,3.88,7.36,0
2006-07-08,3.31,6.23,2.91,3.98,7.61,0
2006-07-07,3.33,6.15,2.9,4.06,7.69,0
2006-07-06,3.35,6.26,2.9,4.1,6.88,0
2006-07-05,3.37,6.41,2.86,4.08,6.97,0
2006-07-04,3.45,6.35,2.9,4.04,6.83,0
2006-07-03,3.4,6.59,2.94,3.92,6.93,0
2006-07-02,3.41,6.48,2.97,3.89,6.66,0
2006-07-01,3.43,6.36,2.98,3.88,6.17,0
2006-06-30,3.44,6.37,2.95,4.04,6.3,0
2006-06-29,3.43,6.24,2.93,4.15,6.27,0
2006-06-28,3.48,6.16,2.89,4.11,6.24,0
2006-06-27,3.51,6.2,2.87,4.08,6.07,0
2006-06-26,3.48,6.11,2.85,3.94,6.03,0
2006-06-25,3.49,6.23,2.88,4.1,6.07,0
2006-06-24,3.5,6.14,2.88,4.13,6.01,0
2006-06-23,3.57,6.17,2.91,4.1,5.63,0
2006-06-22,3.57,6.24,2.9,3.96,5.58,0
2006-06-21,3.61,6.15,2.95,3.87,5.61,0
2006-06-20,3.63,6.08,3.04,3.82,5.43,0
2006-06-19,3.56,6.08,3.05,3.85,5.37,0
2006-06-18,3.64,5.91,3.03,3.74,5.29,0
2006-06-17,3.65,6.12,2.99,4.03,5.2,0
2006-06-16,3.65,6.09,2.96,4.1,5.15,0
2006-06-15,3.59,6.08,2.95,4.01,8.19,0
2006-06-14,3.59,6.29,3,4.06,8.47,0
2006-06-13,3.56,6.4,3.05,4.12,8.65,0
2006-06-12,3.57,6.28,3.07,4.32,8.64,0
2006-06-11,3.61,6.53,3.09,4.68,8.8,0
2006-06-10,3.74,6.55,3.01,4.87,8.75,0
2006-06-09,3.76,6.63,2.94,4.9,9.08,0
2006-06-08,3.82,6.6,2.96,5,9.54,0
2006-06-07,3.84,6.59,2.98,5.2,9.5,0
2006-06-06,3.85,6.65,2.97,5.38,9.57,0
2006-06-05,3.82,6.49,2.94,5.36,9.6,0
2006-06-04,3.81,6.48,2.88,5.31,9.61,0
2006-06-03,3.8,6.46,2.88,5.37,9.59,0
2006-06-02,3.83,6.36,2.97,5.18,9.84,0
2006-06-01,3.82,6.35,3.03,5.14,9.96,0
2006-05-31,3.88,6.66,3.08,5.24,7.67,0
2006-05-30,3.95,6.66,3.06,5.32,7.4,0
2006-05-29,3.99,7.06,3.07,5.51,7,0
2006-05-28,4,7.13,3.08,5.54,6.99,0
2006-05-27,4.01,6.92,3.07,5.57,6.83,0
2006-05-26,3.99,6.86,3.1,5.5,6.79,0
2006-05-25,3.99,7.04,3.11,5.57,6.4,0
2006-05-24,3.87,7.19,3.01,5.54,5.85,0
2006-05-23,3.82,7.35,2.96,5.43,5.77,0
2006-05-22,3.8,7.42,2.95,5.47,5.67,0
2006-05-21,3.8,7.63,2.96,5.67,6.54,0
2006-05-20,3.92,7.85,3.01,5.88,6.5,0
2006-05-19,4.02,7.91,3.05,6.26,6.93,0
2006-05-18,4.02,7.82,3.12,6.4,6.57,0
2006-05-17,4.13,8.25,3.15,6.59,6.47,0
2006-05-16,4.15,8.3,3.16,6.63,6.52,0
2006-05-15,4.15,8.31,3.18,6.72,6.67,0
2006-05-14,4.15,8.03,3.19,6.59,6.67,0
2006-05-13,4.17,8.06,3.21,6.59,6.78,0
2006-05-12,4.18,8.21,3.21,6.42,6.76,0
2006-05-11,4.22,8.51,3.19,6.32,6.85,0
2006-05-10,4.25,8.51,3.18,6.38,7.21,0
2006-05-09,4.3,8.38,3.2,6.36,7.11,0
2006-05-08,4.37,8.28,3.25,6.37,7.31,0.1
2006-05-07,4.44,8.39,3.26,6.33,7.3,0.1
2006-05-06,4.52,8.41,3.25,6.37,6.44,0.1
2006-05-05,4.43,8.73,3.18,6.38,6.76,0.2
2006-05-04,4.38,8.76,3.22,6.07,6.4,0.3
2006-05-03,4.43,8.8,3.2,6.02,6.39,0.4
2006-05-02,4.41,8.49,3.24,6.02,6.2,0.5
2006-05-01,4.4,8.33,3.28,6.09,6.16,0.6
2006-04-30,4.39,8.32,3.29,6.11,6.17,0.8
2006-04-29,4.37,8.32,3.25,6.21,6.2,0.9
2006-04-28,4.38,8.48,3.22,6.24,6.04,1.1
2006-04-27,4.42,8.64,3.26,6.36,5.96,1.4
2006-04-26,4.41,8.51,3.32,6.53,5.72,1.6
2006-04-25,4.43,8.39,3.42,6.64,5.1,2
2006-04-24,4.42,8.71,3.55,6.72,5.26,2.3
2006-04-23,4.38,8.84,3.66,6.74,5.04,2.7
2006-04-22,4.42,8.85,3.75,6.83,4.92,3.1
2006-04-21,4.42,8.93,3.82,6.92,4.94,3.5
2006-04-20,4.41,8.73,3.89,7,4.46,4
2006-04-19,4.37,9.02,3.89,7.19,4.27,4.4
2006-04-18,4.27,9.45,3.89,7.34,4.56,4.9
2006-04-17,4.16,9.96,3.81,7.45,4.92,5.4
2006-04-16,4.12,10.22,3.75,7.58,4.81,6
2006-04-15,4.09,10.25,3.71,7.54,4.57,6.5
2006-04-14,4.06,10.28,3.77,7.53,5.51,7.1
2006-04-13,4,10.51,3.79,7.62,5.78,7.7
2006-04-12,4.01,10.56,3.83,7.64,5.78,8.2
2006-04-11,4.03,10.44,3.92,7.66,6.06,9
2006-04-10,3.96,10.68,3.95,7.71,6.03,9.8
2006-04-09,3.97,10.69,3.92,7.76,5.77,10.6
2006-04-08,3.93,10.62,3.86,7.81,5.65,11.4
2006-04-07,3.8,10.68,3.89,7.88,6.05,12.2
2006-04-06,3.79,10.76,3.99,7.95,6.4,13.1
2006-04-05,3.9,10.83,4.1,7.95,6.66,14.1
2006-04-04,3.95,10.67,4.16,7.94,6.74,15.2
2006-04-03,3.96,10.45,4.28,7.78,6.59,16.4
2006-04-02,4.03,10.1,4.4,7.56,6.34,17.8
2006-04-01,4.1,9.84,4.53,7.47,6.32,19.2
2006-03-31,4.17,10.01,4.76,7.55,6.27,20.8
2006-03-30,4.27,10.44,4.88,7.75,5.34,22.4
2006-03-29,4.32,10.4,4.93,7.9,5.04,23.9
2006-03-28,4.33,10.45,4.98,7.97,4.99,25.5
2006-03-27,4.33,10.81,5.23,7.96,4.61,27.2
2006-03-26,4.47,10.92,5.43,7.85,4.58,28.6
2006-03-25,4.51,10.94,5.51,7.8,4.65,30.2
2006-03-24,4.61,11.27,5.58,7.81,4.62,31.9
2006-03-23,4.69,11.49,5.64,8.07,4.1,33.6
2006-03-22,4.71,11.79,5.6,8.09,3.4,35.2
2006-03-21,4.69,11.91,5.7,8,2.77,36.8
2006-03-20,4.69,12.07,5.86,8.14,2.57,38.4
2006-03-19,4.71,12.23,5.9,8.53,2.37,39.6
2006-03-18,4.73,12.5,5.99,8.65,2.69,40.9
2006-03-17,4.93,12.71,6.17,8.71,3.01,42.3
2006-03-16,5.09,12.78,6.33,8.64,3.01,43.5
2006-03-15,5.18,12.51,6.41,8.6,3.48,44.8
2006-03-14,5.22,12.53,6.52,8.49,3.48,46.1
2006-03-13,5.26,12.38,6.56,8.42,3.49,47.2
2006-03-12,5.28,12.35,6.45,8.38,3.55,48.2
2006-03-11,5.29,12.62,6.39,8.5,3.55,49.2
2006-03-10,5.31,12.89,6.43,8.6,3.47,50.1
2006-03-09,5.34,12.74,6.52,8.7,3.76,51.1
2006-03-08,5.46,12.67,6.65,8.57,3.59,52.1
2006-03-07,5.55,12.49,6.72,8.41,3.6,53.1
2006-03-06,5.62,12.42,6.83,8.56,3.6,54.2
2006-03-05,5.74,12.42,6.88,8.57,3.54,55.3
2006-03-04,5.75,12.43,6.91,8.49,3.53,56.3
2006-03-03,5.77,12.49,6.86,8.52,3.36,57.1
2006-03-02,5.62,12.47,6.77,8.38,3.21,57.6
2006-03-01,5.52,12.53,6.7,8.43,3.85,58
2006-02-28,5.55,12.59,6.69,8.38,3.62,58.7
2006-02-27,5.49,12.44,6.6,8.33,3.65,59.3
2006-02-26,5.44,12.48,6.55,8.29,3.64,59.8
2006-02-25,5.52,12.45,6.57,8.45,3.59,60.2
2006-02-24,5.64,12.4,6.6,8.35,3.62,60.6
2006-02-23,5.61,12.09,6.53,8.29,3.7,61
2006-02-22,5.64,12.05,6.4,8.23,3.76,61.1
2006-02-21,5.61,12.11,6.27,8.62,3.76,61.2
2006-02-20,5.62,12.56,6.18,8.88,3.74,61.4
2006-02-19,5.55,12.72,6.02,8.82,3.67,61.3
2006-02-18,5.46,12.74,5.84,8.71,3.68,61
2006-02-17,5.42,12.57,5.75,8.52,3.75,60.7
2006-02-16,5.39,12.2,5.74,8.54,3.72,60.4
2006-02-15,5.44,12.08,5.73,8.74,3.31,60.3
2006-02-14,5.49,11.84,5.74,8.75,3.04,60.1
2006-02-13,5.49,11.87,5.71,8.89,2.81,59.7
2006-02-12,5.57,12.16,5.76,9.04,3.56,59.1
2006-02-11,5.73,12.01,5.94,9.01,3.69,58.6
2006-02-10,5.74,11.8,6,9.08,3.8,58.3
2006-02-09,5.66,11.57,6.02,9.15,3.83,57.9
2006-02-08,5.69,11.98,6.06,9.3,3.73,57.7
2006-02-07,5.59,12.08,6.01,9.22,3.29,57.3
2006-02-06,5.51,11.9,6.02,9.1,3.27,56.7
2006-02-05,5.45,11.9,5.99,8.99,3.29,55.9
2006-02-04,5.47,11.98,6.01,9.09,3.38,55.1
2006-02-03,5.63,12.02,6.13,9.12,3.92,54.8
2006-02-02,5.75,12.44,6.19,9.35,4.35,54.8
2006-02-01,5.8,12.55,6.24,9.4,4.51,54.9
2006-01-31,5.82,12.85,6.24,9.36,4.61,55
2006-01-30,5.77,12.93,6.11,9.48,4.6,55.2
2006-01-29,5.71,13.15,6,9.5,4.61,55.4
2006-01-28,5.62,13.16,5.88,9.56,3.98,55.4
2006-01-27,5.53,13.18,5.7,9.61,4.3,55.1
2006-01-26,5.45,13.18,5.56,9.62,4.2,54.6
2006-01-25,5.38,13.57,5.47,9.76,4.22,54.1
2006-01-24,5.34,13.4,5.33,9.6,4.32,53.6
2006-01-23,5.33,13.6,5.25,9.85,4.34,53
2006-01-22,5.42,13.95,5.23,9.84,4.41,52.7
2006-01-21,5.49,13.83,5.24,9.86,4.41,52.2
2006-01-20,5.45,13.74,5.17,9.78,4.66,51.8
2006-01-19,5.3,13.76,5.03,9.81,4.29,51
2006-01-18,5.18,13.63,4.9,9.72,3.77,49.8
2006-01-17,5.03,13.71,4.75,9.59,3.49,48.3
2006-01-16,4.96,13.71,4.62,9.7,3.4,46.8
2006-01-15,4.98,13.74,4.66,9.58,4.21,45.3
2006-01-14,4.96,13.6,4.68,9.52,4.32,43.9
2006-01-13,4.91,13.55,4.65,9.61,4.35,42.7
2006-01-12,4.82,13.6,4.56,9.53,4.03,41.5
2006-01-11,4.79,13.61,4.47,9.42,4.04,40.5
2006-01-10,4.77,13.32,4.41,9.28,3.96,39.3
2006-01-09,4.71,13.01,4.46,9.34,3.84,38.1
2006-01-08,4.68,12.64,4.46,9.19,3.83,36.9
2006-01-07,4.59,12.26,4.37,9.31,3.74,35.7
2006-01-06,4.56,12.18,4.36,9.3,3.87,34.6
2006-01-05,4.47,12.13,4.32,9.23,3.49,33.5
2006-01-04,4.41,12.01,4.25,9.21,3.47,32.4
2006-01-03,4.38,12.12,4.33,9.38,3.62,31.3
2006-01-02,4.51,11.98,4.41,9.63,4.06,30.2
2006-01-01,4.61,11.92,4.52,9.46,4.13,29.1
2005-12-31,4.61,12.09,4.51,9.49,3.41,28
2005-12-30,4.62,12.21,4.51,9.6,3.39,26.8
2005-12-29,4.66,11.98,4.56,9.46,3.71,25.8
2005-12-28,4.72,12.03,4.63,9.59,3.74,24.8
2005-12-27,4.8,12.06,4.66,9.68,3.81,23.9
2005-12-26,4.79,12.14,4.65,9.72,3.94,22.8
2005-12-25,4.82,12.6,4.58,9.63,3.97,21.8
2005-12-24,4.78,13.01,4.57,9.52,4.05,21
2005-12-23,4.72,12.88,4.58,9.31,4.34,20.2
2005-12-22,4.65,12.88,4.52,9.23,4.3,19.5
2005-12-21,4.67,12.92,4.56,9.32,4.33,18.8
2005-12-20,4.7,12.86,4.62,9.34,4.43,18.1
2005-12-19,4.74,12.66,4.62,9.04,4.53,17.4
2005-12-18,4.67,12.75,4.61,8.86,4.26,16.9
2005-12-17,4.59,12.71,4.62,8.95,4.21,16.2
2005-12-16,4.6,12.76,4.7,9.07,4.57,15.6
2005-12-15,4.59,12.74,4.76,9.02,5.09,14.9
2005-12-14,4.63,13.16,4.76,9.11,4.92,14.2
2005-12-13,4.64,13.14,4.78,9.09,4.96,13.4
2005-12-12,4.5,12.98,4.76,9.1,5.05,12.7
2005-12-11,4.43,13.03,4.77,8.92,5.12,12
2005-12-10,4.41,12.96,4.8,9.03,5.21,11.3
2005-12-09,4.37,12.88,4.76,9.13,5.26,10.6
2005-12-08,4.39,12.9,4.78,9.06,5.1,9.7
2005-12-07,4.33,12.73,4.75,9.09,5.12,9
2005-12-06,4.34,12.8,4.66,9.05,5.16,8.2
2005-12-05,4.28,12.85,4.54,9,5.3,7.5
2005-12-04,4.19,12.95,4.43,8.98,5.32,6.9
2005-12-03,4.18,12.9,4.29,8.86,5.63,6.3
2005-12-02,4.19,12.71,4.14,8.79,5.69,5.7
2005-12-01,4.08,12.54,3.99,8.63,5.42,5.3
2005-11-30,3.99,12.26,3.93,8.49,4.96,4.8
2005-11-29,4,11.87,3.88,8.17,5.04,4.4
2005-11-28,4.01,11.96,3.87,7.97,5.03,4
2005-11-27,4.05,11.97,3.84,7.79,4.9,3.6
2005-11-26,4.05,11.56,3.8,7.83,4.83,3.4
2005-11-25,4.05,11.18,3.76,7.74,4.97,3.1
2005-11-24,4.15,10.9,3.76,7.59,4.92,2.9
2005-11-23,4.12,10.89,3.71,7.6,5.25,2.8
2005-11-22,4.14,10.83,3.74,7.63,5.28,2.6
2005-11-21,4.16,10.87,3.75,7.68,6.01,2.4
2005-11-20,4.18,10.87,3.78,7.73,6.22,2.2
2005-11-19,4.21,10.57,3.74,7.93,6.33,2.1
2005-11-18,4.28,10.32,3.75,7.86,6.22,1.9
2005-11-17,4.31,10.33,3.76,7.83,6.34,1.8
2005-11-16,4.31,10.09,3.63,7.79,6.53,1.7
2005-11-15,4.34,10.35,3.56,7.69,6.54,1.6
2005-11-14,4.37,10.27,3.58,7.82,6.7,1.5
2005-11-13,4.34,9.94,3.57,7.86,6.81,1.4
2005-11-12,4.29,9.9,3.61,7.82,7.43,1.3
2005-11-11,4.3,9.88,3.62,7.78,7.95,1.1
2005-11-10,4.32,9.72,3.66,7.72,8.1,1
2005-11-09,4.32,9.64,3.65,7.73,8.13,0.9
2005-11-08,4.27,9.68,3.58,7.73,8,0.7
2005-11-07,4.2,9.74,3.49,7.65,8.03,0.6
2005-11-06,4.1,9.42,3.41,7.58,7.53,0.5
2005-11-05,4.08,9.76,3.32,7.57,7.53,0.4
2005-11-04,4.03,9.93,3.24,7.39,7.56,0.3
2005-11-03,3.93,10.02,3.21,7.53,7.47,0.3
2005-11-02,3.88,10.13,3.19,7.48,7.37,0.2
2005-11-01,3.88,10.14,3.19,7.42,7.2,0.1
2005-10-31,3.81,9.85,3.15,7.31,7.16,0.1
2005-10-30,3.78,9.72,3.15,7.21,7,0
2005-10-29,3.72,9.64,3.09,7.23,7.1,0
2005-10-28,3.7,9.53,2.97,7.17,6.56,0
2005-10-27,3.62,9.74,2.93,7.18,5.83,0
2005-10-26,3.59,9.97,2.92,7.18,5.8,0
2005-10-25,3.57,9.98,2.95,7.28,6.1,0
2005-10-24,3.52,9.93,2.97,7.23,6.32,0
2005-10-23,3.5,9.92,2.98,7.29,6.44,0
2005-10-22,3.52,10.29,3.01,7.53,6.78,0
2005-10-21,3.45,9.95,3.1,7.41,6.55,0
2005-10-20,3.43,9.78,3.21,7.3,6.73,0
2005-10-19,3.44,9.75,3.22,7.24,6.68,0
2005-10-18,3.38,9.53,3.26,7.14,6.67,0
2005-10-17,3.38,9.6,3.28,7.15,7.14,0
2005-10-16,3.33,9.76,3.25,7.3,7.49,0
2005-10-15,3.27,9.74,3.22,7.31,7.56,0
2005-10-14,3.34,9.61,3.24,7.22,7.53,0
2005-10-13,3.38,9.59,3.25,7.22,7.45,0
2005-10-12,3.41,9.33,3.25,7.12,7.63,0
2005-10-11,3.37,9.02,3.25,7.07,7.45,0
2005-10-10,3.43,9.09,3.31,6.98,7.39,0
2005-10-09,3.44,9.35,3.34,7.03,7.32,0
2005-10-08,3.43,9.23,3.43,6.79,7.44,0
2005-10-07,3.38,8.9,3.47,6.52,7.54,0
2005-10-06,3.38,8.87,3.48,6.52,7.54,0
2005-10-05,3.42,8.66,3.5,6.63,7.35,0
2005-10-04,3.45,8.67,3.45,6.64,7.61,0
2005-10-03,3.44,8.95,3.35,6.67,7.96,0
2005-10-02,3.36,8.92,3.27,6.63,7.56,0
2005-10-01,3.33,8.83,3.31,6.58,7.42,0
2005-09-30,3.39,8.77,3.41,6.4,7.64,0
2005-09-29,3.5,8.83,3.51,6.43,7.62,0
2005-09-28,3.55,8.98,3.59,6.67,7.68,0
2005-09-27,3.47,8.92,3.63,6.66,7.72,0
2005-09-26,3.42,8.89,3.61,6.55,7.84,0
2005-09-25,3.38,8.7,3.61,6.47,7.79,0
2005-09-24,3.41,8.24,3.62,6.35,7.77,0
2005-09-23,3.37,8.3,3.58,6.48,7.53,0
2005-09-22,3.33,8.24,3.55,6.29,7.28,0
2005-09-21,3.25,8.09,3.53,6.18,7.24,0
2005-09-20,3.21,8.09,3.47,6,7.13,0
2005-09-19,3.15,8.36,3.41,6.05,7.05,0
2005-09-18,3.18,8.1,3.48,6.03,7.2,0
2005-09-17,3.22,8.06,3.49,5.98,7.91,0
2005-09-16,3.13,7.87,3.47,5.73,7.78,0
2005-09-15,3.06,7.84,3.39,5.65,7.85,0
2005-09-14,2.94,7.72,3.37,5.55,7.76,0
2005-09-13,2.92,7.47,3.35,5.12,8.08,0
2005-09-12,2.84,7.4,3.26,5.09,8.25,0
2005-09-11,2.82,7.52,3.24,5.21,8.25,0
2005-09-10,2.87,7.74,3.2,5.12,8.2,0
2005-09-09,2.88,7.78,3.13,5.13,8.41,0
2005-09-08,2.9,7.75,3.1,5.02,8.84,0
2005-09-07,2.87,7.64,3.09,5.11,9.17,0
2005-09-06,2.84,7.62,3.05,5.18,9.46,0
2005-09-05,2.8,7.54,3.09,5.22,9.45,0
2005-09-04,2.79,6.99,3.17,5,9.31,0
2005-09-03,2.8,7.01,3.1,4.86,8.95,0
2005-09-02,2.77,7.04,3.12,4.86,8.44,0
2005-09-01,2.76,6.92,3.14,5,8.92,0
2005-08-31,2.71,6.74,3.17,5.03,8.74,0
2005-08-30,2.67,6.69,3.15,5.05,8.7,0
2005-08-29,2.7,6.6,3.15,5.09,8.4,0
2005-08-28,2.68,6.6,3.15,5.09,8.16,0
2005-08-27,2.69,6.61,3.14,5.02,7.99,0
2005-08-26,2.63,6.29,3.12,4.93,8.25,0
2005-08-25,2.58,6.35,3.2,4.93,8.13,0
2005-08-24,2.57,6.18,3.21,4.85,7.78,0
2005-08-23,2.6,6.1,3.18,4.74,7.31,0
2005-08-22,2.64,6.08,3.17,4.65,6.96,0
2005-08-21,2.65,6.34,3.17,4.7,7.44,0
2005-08-20,2.68,6.31,3.09,4.67,7.53,0
2005-08-19,2.69,6.25,3.12,4.81,7.89,0
2005-08-18,2.67,6.03,3.09,4.73,7.85,0
2005-08-17,2.62,6.41,2.96,4.82,7.42,0
2005-08-16,2.56,6.79,2.86,4.81,7.38,0
2005-08-15,2.59,6.91,2.87,4.79,7.6,0
2005-08-14,2.56,6.92,2.88,4.76,7.98,0
2005-08-13,2.56,6.87,2.86,4.71,8.27,0
2005-08-12,2.6,6.67,2.81,4.58,9.41,0
2005-08-11,2.59,6.69,2.73,4.61,9.14,0
2005-08-10,2.59,6.63,2.7,4.72,8.95,0
2005-08-09,2.59,7.17,2.65,4.82,8.89,0
2005-08-08,2.6,7.16,2.65,4.75,9.05,0
2005-08-07,2.58,7.15,2.64,4.7,9.24,0
2005-08-06,2.58,6.87,2.62,4.59,9.29,0
2005-08-05,2.57,6.88,2.64,4.63,9.45,0
2005-08-04,2.54,6.89,2.64,4.6,9.2,0
2005-08-03,2.53,6.97,2.67,4.62,9.24,0
2005-08-02,2.53,6.55,2.67,4.33,9.22,0
2005-08-01,2.52,6.27,2.64,4.36,9.32,0
2005-07-31,2.51,6.2,2.59,4.45,9.37,0
2005-07-30,2.54,6.18,2.61,4.4,9.14,0
2005-07-29,2.6,6.15,2.62,4.33,8.83,0
2005-07-28,2.57,6.21,2.61,4.48,7.81,0
2005-07-27,2.57,6.23,2.59,4.58,7.84,0
2005-07-26,2.63,6.19,2.58,4.39,7.87,0
2005-07-25,2.7,5.7,2.6,4.38,8.11,0
2005-07-24,2.71,5.74,2.62,4.31,9.09,0
2005-07-23,2.75,5.67,2.64,4.23,8.86,0
2005-07-22,2.79,5.78,2.67,4.2,8.51,0
2005-07-21,2.83,5.73,2.73,4.11,8.96,0
2005-07-20,2.84,5.64,2.77,4.07,8.91,0
2005-07-19,2.93,5.6,2.77,4.06,8.94,0
2005-07-18,3.02,5.68,2.74,4.26,8.79,0
2005-07-17,3.08,5.76,2.71,4.2,8.79,0
2005-07-16,3.11,5.91,2.72,4.05,8.92,0
2005-07-15,3.18,5.95,2.74,3.99,8.77,0
2005-07-14,3.18,6.07,2.78,3.99,8.73,0
2005-07-13,3.24,6.11,2.81,3.91,8.7,0
2005-07-12,3.28,6.19,2.85,3.81,8.81,0
2005-07-11,3.3,6.27,2.89,3.94,8.79,0
2005-07-10,3.26,6.19,2.93,3.82,8.62,0
2005-07-09,3.31,6.24,2.97,3.84,7.39,0
2005-07-08,3.35,6.3,2.97,3.95,7.63,0
2005-07-07,3.38,6.21,2.97,4.01,7.71,0
2005-07-06,3.4,6.32,2.96,4.06,6.91,0
2005-07-05,3.43,6.46,2.92,4.04,7,0
2005-07-04,3.49,6.42,2.94,4.03,6.86,0
2005-07-03,3.44,6.63,2.98,3.91,6.96,0
2005-07-02,3.44,6.52,3,3.88,6.7,0
2005-07-01,3.45,6.34,3,3.87,6.21,0
2005-06-30,3.46,6.35,2.96,4.03,6.32,0
2005-06-29,3.46,6.22,2.96,4.14,6.29,0
2005-06-28,3.51,6.14,2.91,4.1,6.22,0
2005-06-27,3.52,6.17,2.91,4.07,6.05,0
2005-06-26,3.48,6.11,2.87,3.93,6.02,0
2005-06-25,3.49,6.26,2.9,4.08,5.89,0
2005-06-24,3.5,6.18,2.91,4.11,5.83,0
2005-06-23,3.57,6.25,2.94,4.08,5.45,0
2005-06-22,3.57,6.32,2.93,3.94,5.39,0
2005-06-21,3.62,6.24,2.96,3.86,5.42,0
2005-06-20,3.64,6.17,3.04,3.81,5.23,0
2005-06-19,3.57,6.17,3.05,3.83,5.18,0
2005-06-18,3.66,6.01,3.03,3.73,5.1,0
2005-06-17,3.66,6.23,3.02,4.01,4.99,0
2005-06-16,3.66,6.22,3,4.08,4.94,0
2005-06-15,3.62,6.22,2.99,4.07,8.07,0
2005-06-14,3.62,6.4,3.03,4.14,8.35,0
2005-06-13,3.59,6.53,3.08,4.19,8.53,0
2005-06-12,3.61,6.41,3.09,4.39,8.52,0
2005-06-11,3.65,6.65,3.11,4.73,8.69,0
2005-06-10,3.78,6.6,3.03,4.94,8.75,0
2005-06-09,3.8,6.67,2.96,4.96,9.12,0
2005-06-08,3.89,6.6,2.97,5.06,9.58,0
2005-06-07,3.9,6.58,3,5.25,9.53,0
2005-06-06,3.9,6.62,2.99,5.43,9.61,0
2005-06-05,3.87,6.46,2.96,5.42,9.64,0
2005-06-04,3.85,6.44,2.9,5.37,9.64,0
2005-06-03,3.84,6.35,2.9,5.41,9.62,0
