date,max_temperature_s,max_wind_speed_s,min_temperature_s,min_wind_speed_s,rain_s,snow_on_ground_v
2024-05-21,3.83,7.5,2.98,5.08,6.83,0
2024-05-20,3.93,7.63,2.99,5.21,6.71,0
2024-05-19,4.03,7.72,3.03,5.46,6.91,0
2024-05-18,4.02,7.64,3.08,5.68,6.71,0
2024-05-17,4.1,8.17,3.07,5.85,6.91,0
2024-05-16,4.15,8.37,3.05,5.92,6.99,0
2024-05-15,4.15,8.37,3.1,6.15,6.93,0
2024-05-14,4.19,8.5,3.1,6.19,6.21,0
2024-05-13,4.22,8.41,3.17,6.23,6.34,0
2024-05-12,4.24,8.59,3.14,6.12,5.9,0
2024-05-11,4.21,8.64,3.12,6.09,5.81,0
2024-05-10,4.26,8.6,3.12,6,6.15,0
2024-05-09,4.24,8.53,3.07,6,6.19,0
2024-05-08,4.26,8.47,3.04,5.99,6.1,0.1
2024-05-07,4.31,8.44,3.07,6.11,6.02,0.1
2024-05-06,4.38,8.6,3.09,6.32,5.81,0.2
2024-05-05,4.38,9.03,3.09,6.34,6.08,0.2
2024-05-04,4.3,9.13,3.08,6.21,6.3,0.2
2024-05-03,4.25,9.28,3.04,6.13,6.38,0.3
2024-05-02,4.21,8.92,3.03,6.17,6.16,0.4
2024-05-01,4.16,8.81,3.02,6.26,6.07,0.5
2024-04-30,4.15,8.81,2.95,6.18,6.03,0.8
2024-04-29,4.1,8.75,2.9,6.17,6.06,1.1
2024-04-28,4.11,8.78,2.83,6.25,5.88,1.5
2024-04-27,4.05,8.81,2.83,6.28,5.83,2
2024-04-26,4.02,8.85,2.93,6.37,5.84,2.5
2024-04-25,3.95,8.99,3.02,6.53,5.24,3.1
2024-04-24,3.98,9.24,3.13,6.68,5.25,3.8
2024-04-23,3.99,9.24,3.26,6.67,5.33,4.5
2024-04-22,4.02,9.31,3.34,6.66,5.43,5.2
2024-04-21,4.01,9.35,3.31,6.54,5.35,6.1
2024-04-20,3.97,9.17,3.31,6.45,5.02,7.1
2024-04-19,3.94,9.35,3.35,6.45,4.55,8.1
2024-04-18,3.95,9.55,3.35,6.49,4.4,9.1
2024-04-17,3.91,9.8,3.34,6.39,4.53,10.2
2024-04-16,3.95,9.84,3.4,6.32,4.49,11.4
2024-04-15,4.02,10.1,3.53,6.32,4.39,12.5
2024-04-14,4.01,10.08,3.61,6.33,5.48,13.6
2024-04-13,4.05,10.27,3.68,6.71,5.49,14.7
2024-04-12,4.16,10.38,3.76,6.85,5.42,15.9
2024-04-11,4.23,10.57,3.8,7.08,5.73,17.1
2024-04-10,4.17,10.83,3.84,7.37,5.74,18.3
2024-04-09,4.15,10.99,3.83,7.36,5.61,19.5
2024-04-08,4.15,10.97,3.83,7.47,5.58,20.8
2024-04-07,4.03,11.07,3.84,7.51,5.91,22.2
2024-04-06,4,11.15,3.94,7.61,6.28,23.5
2024-04-05,4.08,11.13,3.99,7.66,6.59,24.9
2024-04-04,4.15,11.02,4.05,7.75,6.45,26.3
2024-04-03,4.18,11.02,4.15,7.78,6.6,27.7
2024-04-02,4.17,11.2,4.27,7.79,6.36,29.3
2024-04-01,4.14,11.18,4.32,7.81,6.32,30.7
2024-03-31,4.08,11.23,4.33,7.96,6.3,31.7
2024-03-30,4.05,11.94,4.34,8.59,5.21,33.1
2024-03-29,4,12.55,4.32,8.5,5.2,34.5
2024-03-28,3.83,12.63,4.3,8.47,5.18,36
2024-03-27,3.75,12.68,4.31,8.36,4.84,37.5
2024-03-26,3.8,12.38,4.33,8.05,4.8,39
2024-03-25,3.78,12.24,4.32,7.97,4.76,40.5
2024-03-24,3.72,12.33,4.41,7.99,4.66,41.9
2024-03-23,3.77,12.41,4.5,8,4.15,43.4
2024-03-22,3.82,12.48,4.58,8,3.89,45
2024-03-21,3.81,12.57,4.63,8.05,3.55,46.6
2024-03-20,3.88,12.74,4.71,8.27,3.67,48.2
2024-03-19,3.89,12.74,4.75,8.33,3.33,49.8
2024-03-18,3.89,12.64,4.81,8.36,3.72,51.3
2024-03-17,3.99,12.7,5.01,8.41,3.89,52.9
2024-03-16,4.18,12.76,5.15,8.35,3.9,55
2024-03-15,4.26,12.28,5.22,7.81,4.01,56.8
2024-03-14,4.32,11.6,5.35,7.72,4.05,58.7
2024-03-13,4.46,11.29,5.42,7.75,4.05,60.5
2024-03-12,4.55,11.19,5.45,7.88,4,62.1
2024-03-11,4.76,11.88,5.55,8.14,4.01,63.6
2024-03-10,4.83,12.32,5.69,8.16,3.98,65
2024-03-09,4.87,12.4,5.78,8.13,4.09,66.6
2024-03-08,4.94,12.39,5.8,8.17,4.11,68
2024-03-07,5.08,12.47,5.8,8.13,3.75,69.3
2024-03-06,5.17,12.5,5.9,8.25,3.48,70.5
2024-03-05,5.26,12.56,5.93,8.28,3.31,71.5
2024-03-04,5.29,12.74,5.91,8.3,3.27,72.4
2024-03-03,5.39,12.8,5.9,8.35,2.9,73.2
2024-03-02,5.35,12.82,5.83,8.25,2.83,73.8
2024-03-01,5.25,12.66,5.79,8.14,3.28,74.3
2024-02-29,5.26,12.65,5.78,8.19,3.28,74.6
2024-02-28,5.25,12.61,5.75,8.26,3.37,74.8
2024-02-27,5.24,12.83,5.72,8.25,3.48,75
2024-02-26,5.18,12.87,5.7,8.21,3.47,75.2
2024-02-25,5.18,13.1,5.66,8.32,5.23,75.3
2024-02-24,5.15,13.05,5.67,8.11,5.43,75.5
2024-02-23,5.1,12.92,5.55,8.19,5.5,75.7
2024-02-22,5.06,13.21,5.41,8.26,5.5,75.6
2024-02-21,5.06,13.24,5.3,8.42,5.46,75.5
2024-02-20,4.98,13.31,5.24,8.47,5.42,75.2
2024-02-19,4.94,13.37,5.14,8.38,5.4,74.7
2024-02-18,4.85,13.35,5.07,8.22,5.41,74.4
2024-02-17,4.8,13.18,5.09,8.27,5.44,73.9
2024-02-16,4.82,13.22,5.13,8.48,5.42,73.2
2024-02-15,4.88,13.18,5.14,8.6,5.23,72.5
2024-02-14,4.93,13.29,5.14,8.61,5.24,71.5
2024-02-13,4.92,13.35,5.11,8.68,5.1,70.3
2024-02-12,4.92,13.56,5.04,8.87,5.09,68.9
2024-02-11,5.05,13.88,5.09,8.93,5.16,67.5
2024-02-10,5.03,13.79,5.12,8.85,3.51,66.1
2024-02-09,4.93,13.61,5,8.93,3.3,64.5
2024-02-08,4.92,13.54,4.92,9.08,3.19,62.8
2024-02-07,4.95,13.43,4.91,9.12,3.1,61.2
2024-02-06,4.91,13.48,4.94,8.99,3.68,59.6
2024-02-05,4.93,13.41,4.97,9,3.8,58.1
2024-02-04,4.87,13.44,4.96,9.15,3.85,56.6
2024-02-03,4.94,13.47,4.99,9.15,3.9,55.2
2024-02-02,5.05,13.82,4.93,9.34,3.92,54
2024-02-01,5.11,13.93,4.89,9.33,3.99,53
2024-01-31,5.12,14.05,4.85,9.35,4.01,52.2
2024-01-30,5.07,13.98,4.8,9.47,4,51.5
2024-01-29,5,14.18,4.72,9.65,4,50.9
2024-01-28,4.96,14.01,4.67,9.57,3.91,50.1
2024-01-27,4.86,13.83,4.53,9.45,3.87,49.3
2024-01-26,4.85,13.66,4.51,9.39,3.72,48.4
2024-01-25,4.9,13.72,4.6,9.29,3.72,47.9
2024-01-24,4.94,13.63,4.61,9.18,3.83,47.2
2024-01-23,4.93,13.4,4.62,9.17,3.84,46.3
2024-01-22,5,13.53,4.67,9.22,3.65,45.4
2024-01-21,5.08,13.54,4.75,9.19,4.3,44.4
2024-01-20,5.11,13.66,4.74,9.04,4.67,43.6
2024-01-19,5.05,13.45,4.71,8.94,4.83,42.7
2024-01-18,4.9,13.02,4.68,8.64,4.8,41.9
2024-01-17,4.73,12.82,4.6,8.5,4.69,40.9
2024-01-16,4.63,12.8,4.53,8.58,4.6,39.9
2024-01-15,4.6,12.96,4.58,8.5,4.64,39
2024-01-14,4.66,12.85,4.65,8.2,4.78,38.2
2024-01-13,4.63,12.95,4.67,8.22,5.03,37.5
2024-01-12,4.62,13.13,4.65,8.31,5.08,37
2024-01-11,4.62,13.42,4.61,8.26,5.09,36.4
2024-01-10,4.55,13.41,4.54,8.37,5,35.5
2024-01-09,4.51,13.32,4.51,8.35,5.11,34.7
2024-01-08,4.44,13.32,4.47,8.41,5.15,34
2024-01-07,4.32,13.11,4.34,8.6,4.91,33.2
2024-01-06,4.28,13.17,4.28,8.64,4.29,32.3
2024-01-05,4.27,12.99,4.29,8.62,3.87,31.4
2024-01-04,4.21,13.24,4.23,8.69,3.6,30.4
2024-01-03,4.17,13.76,4.25,9.35,3.63,29.1
2024-01-02,4.22,13.87,4.31,9.48,3.62,27.8
2024-01-01,4.35,13.9,4.42,9.43,4.03,26.3
2023-12-31,4.44,13.96,4.39,9.65,4.1,24.9
2023-12-30,4.42,14.02,4.37,9.76,3.94,23.4
2023-12-29,4.52,13.95,4.47,9.75,3.87,22.1
2023-12-28,4.53,13.93,4.51,9.87,3.9,20.7
2023-12-27,4.57,13.77,4.48,9.91,3.95,19.4
2023-12-26,4.52,13.95,4.41,9.96,4.01,18.2
2023-12-25,4.48,14.13,4.36,9.92,3.79,17.1
2023-12-24,4.41,14.23,4.31,9.76,3.82,16.1
2023-12-23,4.37,14.21,4.32,9.65,3.85,15.2
2023-12-22,4.4,14.03,4.28,9.74,4,14.4
2023-12-21,4.42,14.14,4.32,9.79,4.08,13.5
2023-12-20,4.52,14.06,4.34,9.87,4.1,12.7
2023-12-19,4.67,13.8,4.39,9.25,4.34,12.1
2023-12-18,4.66,13.67,4.37,9.16,4.39,11.7
2023-12-17,4.58,13.73,4.28,9.08,4.55,11.3
2023-12-16,4.5,13.68,4.24,8.89,4.44,10.8
2023-12-15,4.49,13.61,4.22,8.73,4.55,10.3
2023-12-14,4.47,13.44,4.12,8.59,4.36,9.8
2023-12-13,4.51,13.2,4.12,8.46,4.57,9.3
2023-12-12,4.42,12.98,4.11,8.45,4.55,8.7
2023-12-11,4.41,12.88,4.08,8.48,4.58,8.1
2023-12-10,4.45,12.79,4.13,8.47,4.67,7.6
2023-12-09,4.47,12.93,4.09,8.67,4.69,7
2023-12-08,4.51,12.95,3.99,8.49,4.77,6.4
2023-12-07,4.46,12.95,3.92,8.29,4.8,6.1
2023-12-06,4.42,12.96,3.81,8.22,4.77,5.7
2023-12-05,4.34,12.98,3.74,8.14,5.09,5.3
2023-12-04,4.26,12.9,3.67,8.1,5.13,5
2023-12-03,4.26,12.83,3.58,8.03,5.59,4.5
2023-12-02,4.36,12.72,3.64,8.11,5.29,4.2
2023-12-01,4.35,12.84,3.67,8.23,5.39,3.9
2023-11-30,4.37,12.73,3.73,8.31,5.36,3.7
2023-11-29,4.37,12.74,3.71,8.3,5.37,3.5
2023-11-28,4.32,12.72,3.7,8.34,5.2,3.2
2023-11-27,4.36,12.79,3.7,8.27,5.19,3
2023-11-26,4.34,12.7,3.68,8.16,5.8,2.9
2023-11-25,4.33,12.68,3.63,8.09,5.84,2.8
2023-11-24,4.39,12.51,3.68,7.91,5.8,2.7
2023-11-23,4.4,12.58,3.82,7.94,5.93,2.6
2023-11-22,4.37,12.46,3.85,7.95,5.94,2.4
2023-11-21,4.28,12.66,3.79,7.9,6,2.3
2023-11-20,4.23,12.62,3.74,7.81,5.91,2.1
2023-11-19,4.2,12.48,3.7,7.87,6.3,2
2023-11-18,4.24,12.5,3.71,7.85,6.15,1.9
2023-11-17,4.16,12.44,3.64,7.81,6.08,1.8
2023-11-16,4.1,12.03,3.49,7.57,6.22,1.6
2023-11-15,4.07,12.26,3.4,7.52,6.23,1.5
2023-11-14,4.08,12.15,3.44,7.38,6.6,1.4
2023-11-13,4.07,12.02,3.52,7.19,6.75,1.3
2023-11-12,4.02,11.94,3.49,7.2,6.87,1.2
2023-11-11,4.02,12.06,3.47,7.3,6.78,1
2023-11-10,4.03,12.19,3.49,7.28,7.07,0.9
2023-11-09,4.01,12.34,3.5,7.2,7.1,0.8
2023-11-08,3.98,12.06,3.4,7.09,7.43,0.7
2023-11-07,3.95,11.99,3.33,7.06,7.66,0.6
2023-11-06,4,11.63,3.34,7.15,7.64,0.5
2023-11-05,4.03,11.77,3.37,7.19,8.01,0.4
2023-11-04,4.03,11.86,3.35,7.12,8.04,0.3
2023-11-03,4.02,11.67,3.37,7.03,7.95,0.3
2023-11-02,3.98,11.62,3.35,7.04,7.98,0.2
2023-11-01,3.96,11.73,3.31,6.97,7.91,0.1
2023-10-31,3.9,11.24,3.31,6.74,8.41,0.1
2023-10-30,3.92,11.24,3.33,6.76,8.19,0.1
2023-10-29,3.89,11.24,3.24,6.73,8.23,0
2023-10-28,3.8,11.22,3.18,6.75,8.17,0
2023-10-27,3.75,11.03,3.2,6.49,8.07,0
2023-10-26,3.69,10.69,3.2,6.61,7.97,0
2023-10-25,3.67,10.39,3.25,6.65,8.23,0
2023-10-24,3.69,10.38,3.3,6.63,8.07,0
2023-10-23,3.69,10.95,3.33,6.75,7.93,0
2023-10-22,3.7,10.97,3.3,6.77,7.97,0
2023-10-21,3.65,10.63,3.27,6.65,7.59,0
2023-10-20,3.58,10.44,3.28,6.58,7.4,0
2023-10-19,3.48,10.5,3.2,6.6,7.31,0
2023-10-18,3.39,10.56,3.2,6.47,7.34,0
2023-10-17,3.33,10.64,3.23,6.46,8.35,0
2023-10-16,3.3,10.65,3.25,6.61,7.85,0
2023-10-15,3.25,10.5,3.2,6.64,7.97,0
2023-10-14,3.26,10.32,3.18,6.59,7.93,0
2023-10-13,3.28,10.31,3.16,6.54,7.9,0
2023-10-12,3.29,10.15,3.12,6.56,7.9,0
2023-10-11,3.23,10.14,3.11,6.46,7.72,0
2023-10-10,3.22,10.29,3.11,6.47,7.39,0
2023-10-09,3.25,10.37,3.18,6.51,7.18,0
2023-10-08,3.34,9.84,3.3,6.25,7.26,0
2023-10-07,3.38,9.61,3.46,6.15,7.54,0
2023-10-06,3.46,9.58,3.59,6.09,7.63,0
2023-10-05,3.48,9.41,3.62,6.08,7.42,0
2023-10-04,3.49,9.3,3.61,6.03,8.25,0
2023-10-03,3.44,9.28,3.57,5.91,9.07,0
2023-10-02,3.43,9.17,3.56,5.96,8.08,0
2023-10-01,3.4,9.38,3.57,6.12,8.24,0
2023-09-30,3.44,9.67,3.67,6.18,8.75,0
2023-09-29,3.5,9.89,3.76,6.26,8.78,0
2023-09-28,3.45,9.92,3.77,6.29,8.98,0
2023-09-27,3.36,9.89,3.81,6.26,9.46,0
2023-09-26,3.33,9.81,3.8,6.29,9.45,0
2023-09-25,3.29,9.57,3.77,6.26,9.68,0
2023-09-24,3.25,9.51,3.74,6.17,9.74,0
2023-09-23,3.18,9.57,3.73,6.22,9.79,0
2023-09-22,3.17,9.6,3.73,6.07,9.54,0
2023-09-21,3.15,9.53,3.72,6.03,9.55,0
2023-09-20,3.17,9.57,3.69,6.16,9.52,0
2023-09-19,3.17,9.74,3.65,6.3,9.12,0
2023-09-18,3.17,9.66,3.65,6.37,8.8,0
2023-09-17,3.14,9.51,3.68,6.21,9.64,0
2023-09-16,3.08,9.18,3.64,5.88,9.62,0
2023-09-15,3.04,9.32,3.58,5.91,9.09,0
2023-09-14,2.94,9.35,3.52,5.87,9.04,0
2023-09-13,2.91,9.17,3.48,5.78,9.11,0
2023-09-12,2.88,9.35,3.41,5.76,8.77,0
2023-09-11,2.87,9.43,3.38,5.71,8.85,0
2023-09-10,2.88,9.5,3.35,5.52,8.78,0
2023-09-09,2.85,9.38,3.35,5.44,8.7,0
2023-09-08,2.87,9.17,3.35,5.38,8.65,0
2023-09-07,2.86,9.03,3.37,5.48,8.72,0
2023-09-06,2.84,9.15,3.36,5.51,9.33,0
2023-09-05,2.85,9.13,3.36,5.44,9.36,0
2023-09-04,2.81,8.93,3.34,5.34,9.09,0
2023-09-03,2.78,8.99,3.3,5.33,8.6,0
2023-09-02,2.78,8.98,3.26,5.36,7.68,0
2023-09-01,2.78,8.87,3.27,5.29,8.4,0
2023-08-31,2.75,8.3,3.31,5.09,8.44,0
2023-08-30,2.77,7.88,3.33,5.03,8.44,0
2023-08-29,2.76,7.76,3.35,4.92,8.48,0
2023-08-28,2.71,7.38,3.33,4.86,8.15,0
2023-08-27,2.69,7.3,3.31,4.73,8.09,0
2023-08-26,2.67,7.1,3.32,4.71,8.17,0
2023-08-25,2.58,7.09,3.26,4.77,8.48,0
2023-08-24,2.53,6.93,3.19,4.8,8.42,0
2023-08-23,2.45,6.84,3.16,4.64,8.38,0
2023-08-22,2.38,6.58,3.16,4.62,7.63,0
2023-08-21,2.36,6.41,3.14,4.51,7.76,0
2023-08-20,2.42,6.32,3.12,4.36,7.89,0
2023-08-19,2.4,6.12,3.12,4.46,8.18,0
2023-08-18,2.37,6.11,3.11,4.47,8.19,0
2023-08-17,2.32,6.31,3.07,4.69,7.68,0
2023-08-16,2.32,6.72,2.97,4.61,7.62,0
2023-08-15,2.27,6.7,2.93,4.67,7.88,0
2023-08-14,2.26,6.86,2.88,4.68,7.65,0
2023-08-13,2.28,6.86,2.85,4.65,7.76,0
2023-08-12,2.27,6.76,2.78,4.68,7.92,0
2023-08-11,2.27,6.64,2.71,4.72,7.67,0
2023-08-10,2.25,6.58,2.69,4.66,7.27,0
2023-08-09,2.27,6.63,2.69,4.59,7.19,0
2023-08-08,2.29,6.59,2.66,4.55,7.15,0
2023-08-07,2.31,6.57,2.63,4.49,7,0
2023-08-06,2.3,6.53,2.62,4.44,7.53,0
2023-08-05,2.27,6.55,2.62,4.46,7.75,0
2023-08-04,2.28,6.46,2.62,4.2,7.49,0
2023-08-03,2.33,6.37,2.7,4.03,7.48,0
2023-08-02,2.34,6.13,2.76,3.63,7.14,0
2023-08-01,2.33,5.67,2.81,3.7,7.09,0
2023-07-31,2.41,5.81,2.81,3.44,6.79,0
2023-07-30,2.51,5.68,2.8,3.45,6.81,0
2023-07-29,2.55,5.66,2.78,3.58,7.01,0
2023-07-28,2.56,5.7,2.76,3.74,6.96,0
2023-07-27,2.57,5.97,2.76,4.01,7.39,0
2023-07-26,2.64,6.06,2.78,3.98,7.57,0
2023-07-25,2.72,6.11,2.81,3.97,7.77,0
2023-07-24,2.75,6.15,2.86,3.92,7.79,0
2023-07-23,2.76,6.06,2.88,3.83,8.05,0
2023-07-22,2.8,6.05,2.89,3.76,7.59,0
2023-07-21,2.79,5.97,2.87,3.62,7.85,0
2023-07-20,2.78,5.92,2.87,3.75,7.8,0
2023-07-19,2.78,5.8,2.82,3.81,7.76,0
2023-07-18,2.79,5.83,2.71,3.88,7.69,0
2023-07-17,2.81,6.07,2.69,4.05,7.9,0
2023-07-16,2.86,6.12,2.75,4.13,8.16,0
2023-07-15,2.81,6.1,2.84,4.09,8.06,0
2023-07-14,2.8,6.23,2.87,4.08,7.75,0
2023-07-13,2.89,6.28,2.92,4.05,7.99,0
2023-07-12,2.92,6.15,2.95,3.78,7.78,0
2023-07-11,2.94,6.25,2.93,3.96,7.71,0
2023-07-10,2.87,6.23,2.9,4,7.56,0
2023-07-09,2.95,6.21,2.85,4.05,7.67,0
2023-07-08,2.98,6.22,2.8,4.07,7.64,0
2023-07-07,3.06,6.25,2.77,4.1,7.48,0
2023-07-06,3.09,6.27,2.77,4.1,7.04,0
2023-07-05,3.13,6.35,2.8,4.03,7.04,0
2023-07-04,3.26,6.42,2.84,4.12,7.3,0
2023-07-03,3.31,6.51,2.93,4.13,7.39,0
2023-07-02,3.37,6.31,2.97,3.92,7.23,0
2023-07-01,3.4,6.15,2.96,3.85,7.24,0
2023-06-30,3.49,6.25,2.96,3.95,7.28,0
2023-06-29,3.57,6.08,2.97,3.85,7.43,0
2023-06-28,3.61,6.12,2.99,3.69,7.32,0
2023-06-27,3.65,6.21,3.04,3.61,7.05,0
2023-06-26,3.67,6.03,3.08,3.54,6.97,0
2023-06-25,3.74,6.04,3.1,3.54,6.99,0
2023-06-24,3.68,6.01,3.13,3.54,6.85,0
2023-06-23,3.69,6.34,3.16,3.69,6.55,0
2023-06-22,3.61,6.64,3.15,3.64,6.82,0
2023-06-21,3.64,6.58,3.16,3.67,6.66,0
2023-06-20,3.66,6.77,3.18,3.77,6.71,0
2023-06-19,3.56,6.81,3.17,3.75,6.88,0
2023-06-18,3.67,6.7,3.19,3.65,6.77,0
2023-06-17,3.76,6.82,3.19,3.89,6.6,0
2023-06-16,3.78,6.83,3.16,4.11,6.17,0
2023-06-15,3.76,6.73,3.15,4.17,8.66,0
2023-06-14,3.74,6.85,3.13,4.27,8.67,0
2023-06-13,3.75,6.85,3.15,4.28,8.6,0
2023-06-12,3.74,6.78,3.17,4.47,8.91,0
2023-06-11,3.73,6.95,3.13,4.63,8.85,0
2023-06-10,3.79,7.15,3.05,4.77,8.8,0
2023-06-09,3.82,7.34,3.02,4.75,8.87,0
2023-06-08,3.86,7.16,3.05,4.63,8.97,0
2023-06-07,3.8,6.92,3.02,4.79,8.78,0
2023-06-06,3.73,7.06,3,4.98,8.84,0
2023-06-05,3.7,6.88,3.05,4.86,8.9,0
2023-06-04,3.73,6.91,3.07,4.98,8.6,0
2023-06-03,3.68,6.92,3.04,5.07,8.62,0
2023-06-02,3.66,6.96,3.01,4.93,8.79,0
2023-06-01,3.65,6.95,3.06,4.81,8.8,0
2023-05-31,3.66,7.08,3.14,4.82,6.32,0
2023-05-30,3.74,7.14,3.16,4.75,6.33,0
2023-05-29,3.73,7.14,3.12,4.84,6.85,0
2023-05-28,3.77,7.22,3.1,4.72,6.46,0
2023-05-27,3.78,7.18,3.09,4.72,6.91,0
2023-05-26,3.72,7.06,3.08,4.73,6.87,0
2023-05-25,3.72,6.99,3.06,4.93,6.89,0
2023-05-24,3.76,7.05,3.04,5.11,6.83,0
2023-05-23,3.83,7.29,3.07,5.07,6.87,0
2023-05-22,3.83,7.34,3.05,5.06,6.86,0
2023-05-21,3.86,7.36,3.04,5.15,7.38,0
2023-05-20,3.96,7.47,3.06,5.27,7.27,0
2023-05-19,4.07,7.57,3.1,5.51,7.45,0
2023-05-18,4.07,7.49,3.19,5.73,7.26,0
2023-05-17,4.19,8.04,3.18,5.91,7.45,0
2023-05-16,4.24,8.26,3.19,5.98,7.51,0
2023-05-15,4.23,8.25,3.23,6.21,7.43,0
2023-05-14,4.25,8.36,3.22,6.25,6.76,0
2023-05-13,4.27,8.35,3.26,6.29,6.91,0
2023-05-12,4.29,8.56,3.23,6.18,6.52,0
2023-05-11,4.28,8.54,3.21,6.13,6.51,0
2023-05-10,4.33,8.5,3.21,6.03,6.82,0
2023-05-09,4.31,8.44,3.16,5.93,6.86,0
2023-05-08,4.32,8.37,3.13,5.93,7.06,0.1
2023-05-07,4.38,8.34,3.13,6.07,6.92,0.1
2023-05-06,4.44,8.5,3.15,6.27,6.29,0.1
2023-05-05,4.43,8.95,3.14,6.3,6.55,0.2
2023-05-04,4.36,9.04,3.13,6.17,6.75,0.2
2023-05-03,4.3,9.18,3.06,6.09,6.83,0.3
2023-05-02,4.22,8.82,3.04,6.13,6.62,0.4
2023-05-01,4.16,8.71,3.01,6.19,6.54,0.5
2023-04-30,4.15,8.72,2.97,6.12,6.51,0.7
2023-04-29,4.1,8.7,2.94,6.1,6.54,1.1
2023-04-28,4.1,8.74,2.88,6.18,6.38,1.5
2023-04-27,4.04,8.74,2.87,6.21,6.29,1.9
2023-04-26,4,8.85,2.97,6.3,6.22,2.4
2023-04-25,3.93,8.98,3.06,6.46,5.66,3
2023-04-24,3.96,9.25,3.17,6.7,5.66,3.7
2023-04-23,3.99,9.23,3.28,6.69,5.35,4.4
2023-04-22,4.03,9.3,3.36,6.65,5.4,5.1
2023-04-21,4.02,9.36,3.32,6.59,5.32,6
2023-04-20,3.98,9.17,3.33,6.5,4.99,6.9
2023-04-19,3.95,9.36,3.38,6.49,4.52,7.8
2023-04-18,3.97,9.56,3.38,6.54,4.36,8.9
2023-04-17,3.94,9.81,3.36,6.43,4.5,10
2023-04-16,3.98,9.86,3.43,6.38,4.46,11.2
2023-04-15,4.02,10.14,3.53,6.35,4.35,12.3
2023-04-14,4.01,10.1,3.61,6.37,5.45,13.4
2023-04-13,4.04,10.27,3.7,6.75,5.46,14.5
2023-04-12,4.14,10.38,3.78,6.87,5.44,15.7
2023-04-11,4.22,10.56,3.83,7.11,5.75,16.9
2023-04-10,4.15,10.77,3.87,7.38,5.76,18.2
2023-04-09,4.14,10.92,3.87,7.36,5.63,19.5
2023-04-08,4.16,10.91,3.89,7.48,5.6,20.9
2023-04-07,4.05,10.99,3.91,7.52,5.94,22.4
2023-04-06,4.02,11.08,4.01,7.58,6.31,23.7
2023-04-05,4.1,11.07,4.06,7.63,6.61,25.3
2023-04-04,4.16,10.93,4.1,7.72,6.47,26.8
2023-04-03,4.19,11,4.2,7.76,6.63,28.4
2023-04-02,4.17,11.18,4.31,7.77,6.39,30
2023-04-01,4.14,11.15,4.37,7.8,6.35,31.5
2023-03-31,4.09,11.16,4.46,7.95,6.34,32.6
2023-03-30,4.07,11.86,4.51,8.58,5.24,34.2
2023-03-29,4.02,12.48,4.49,8.48,5.23,35.8
2023-03-28,3.85,12.58,4.46,8.47,5.21,37.3
2023-03-27,3.77,12.46,4.5,8.27,4.87,39
2023-03-26,3.85,12.19,4.56,7.96,4.83,40.5
2023-03-25,3.82,12.03,4.56,7.89,4.79,42
2023-03-24,3.74,12.12,4.64,7.93,4.72,43.6
2023-03-23,3.8,12.21,4.74,7.93,4.21,45.3
2023-03-22,3.84,12.37,4.81,7.97,3.95,46.9
2023-03-21,3.83,12.58,4.86,8.02,3.62,48.5
2023-03-20,3.92,12.74,4.95,8.25,3.73,50.2
2023-03-19,3.94,12.69,4.98,8.31,3.4,51.7
2023-03-18,3.94,12.58,5.03,8.33,3.78,53.4
2023-03-17,4.06,12.65,5.21,8.38,3.95,55
2023-03-16,4.24,12.72,5.3,8.33,3.96,57
2023-03-15,4.31,12.26,5.32,7.79,4.07,58.8
2023-03-14,4.36,11.57,5.42,7.7,4.1,60.7
2023-03-13,4.49,11.24,5.49,7.75,4.1,62.5
2023-03-12,4.58,11.32,5.5,7.97,4.05,63.9
2023-03-11,4.77,12.01,5.58,8.22,4.07,65.4
2023-03-10,4.83,12.46,5.7,8.25,4.04,66.8
2023-03-09,4.89,12.54,5.78,8.21,4.11,68.3
2023-03-08,4.96,12.51,5.78,8.27,4.13,69.7
2023-03-07,5.08,12.52,5.8,8.21,3.77,71
2023-03-06,5.18,12.46,5.92,8.34,3.49,72.2
2023-03-05,5.24,12.53,5.93,8.36,3.32,73.2
2023-03-04,5.24,12.74,5.91,8.38,3.28,74.1
2023-03-03,5.31,12.79,5.89,8.44,2.9,74.9
2023-03-02,5.27,12.81,5.82,8.34,2.83,75.5
2023-03-01,5.18,12.63,5.83,8.22,3.29,76
2023-02-28,5.21,12.59,5.85,8.33,3.38,76.5
2023-02-27,5.22,12.81,5.84,8.34,3.37,76.7
2023-02-26,5.16,12.86,5.81,8.29,3.37,76.8
2023-02-25,5.16,13.1,5.76,8.4,5.18,76.9
2023-02-24,5.13,13.12,5.77,8.2,5.38,77
2023-02-23,5.09,12.99,5.65,8.26,5.45,77.2
2023-02-22,5.04,13.27,5.51,8.35,5.45,77
2023-02-21,5.06,13.33,5.43,8.48,5.41,76.7
2023-02-20,5,13.39,5.36,8.52,5.37,76.4
2023-02-19,4.98,13.46,5.27,8.43,5.36,75.9
2023-02-18,4.91,13.46,5.24,8.27,5.37,75.4
2023-02-17,4.9,13.28,5.32,8.33,5.41,74.8
2023-02-16,4.95,13.34,5.37,8.55,5.39,74
2023-02-15,5.01,13.28,5.44,8.66,5.19,73.2
2023-02-14,5.08,13.39,5.45,8.68,5.2,72.2
2023-02-13,5.08,13.41,5.45,8.74,5.05,70.8
2023-02-12,5.09,13.61,5.4,8.91,5.12,69.5
